text_id,post_text,text_clean,sentiment_label,sentiment_label_id,topic_category,topic_category_id
TXT_00030,@user @user We started the window with 2 problem areas. Needing a 1st XI standard DM and a pacey ST as a Plan B/Back up to Kane.,@user @user We started the window with 2 problem areas. Needing a 1st XI standard DM and a pacey ST as a Plan B/Back up to Kane.,Neutral,1,Community_Discussion,1
TXT_00031,oops i'm rewatching nicki's performance for probably the 5th time,oops i'm rewatching nicki's performance for probably the 5th time,Positive,2,Community_Discussion,1
TXT_00032,"""After Arsenal sell Song to Barcelona we may as well sell Vermalen,give Szczesny away on a free and make sure our complete spine has gone.""","""After Arsenal sell Song to Barcelona we may as well sell Vermalen,give Szczesny away on a free and make sure our complete spine has gone.""",Negative,0,Community_Discussion,1
TXT_00033,The game 1st album 1 song he say he rap like Eazy-E then Nas then 50 cent then dr Dre then Jay-Z then Eazy-E again then like his dead bro,The game 1st album 1 song he say he rap like Eazy-E then Nas then 50 cent then dr Dre then Jay-Z then Eazy-E again then like his dead bro,Positive,2,Community_Discussion,1
TXT_00034,@user Dustin Johnson good 1st day again. Deja vu on him flopping next few days.,@user Dustin Johnson good 1st day again. Deja vu on him flopping next few days.,Positive,2,Community_Discussion,1
TXT_00035,"""I don't want October to go :''''( Its been sucha good month; The Vampire Diaries S4, Taylor's album, the PLL Halloween episode. WOW!""","""I don't want October to go :''''( Its been sucha good month; The Vampire Diaries S4, Taylor's album, the PLL Halloween episode. WOW!""",Positive,2,Community_Discussion,1
TXT_00036,"""Wait, a Thursday night NFL game worth watching...and then throw in the NLCS, wonderful.""","""Wait, a Thursday night NFL game worth watching...and then throw in the NLCS, wonderful.""",Positive,2,Community_Discussion,1
TXT_00038,"@user LOL I was talkn abt swansea bro, smh the 4th postion is either u guys or Arsenal that one na STANDARD!","@user LOL I was talkn abt swansea bro, smh the 4th postion is either u guys or Arsenal that one na STANDARD!",Neutral,1,Community_Discussion,1
TXT_00042,@user ur solo masturbation scene in the twilight parody was so hot!!!!watched it when in 8th standard..now in college..memories,@user ur solo masturbation scene in the twilight parody was so hot!!!!watched it when in 8th standard..now in college..memories,Positive,2,Community_Discussion,1
TXT_00043,Brock Lesnar's the best thing going in wrestling.   There's not even a close 2nd.,Brock Lesnar's the best thing going in wrestling. There's not even a close 2nd.,Positive,2,Community_Discussion,1
TXT_00044,"""how he should rejoin his companion, who was awaiting him at  Rome.    He set out, and on the Saturday evening reached the Eternal City by""","""how he should rejoin his companion, who was awaiting him at Rome. He set out, and on the Saturday evening reached the Eternal City by""",Positive,2,Community_Discussion,1
TXT_00045,Andy Rooney is really sucking it up on the pitch today. Who misses PKs by falling over?,Andy Rooney is really sucking it up on the pitch today. Who misses PKs by falling over?,Negative,0,Community_Discussion,1
TXT_00046,"On September 3 2009, Madonna's Sticky And Sweet world tour was named the highest-grossing for a solo artist ever....","On September 3 2009, Madonna's Sticky And Sweet world tour was named the highest-grossing for a solo artist ever....",Positive,2,Community_Discussion,1
TXT_00047,good morning to my clique @user @user @user @user loving the friday Addition of Flava in da morning,good morning to my clique @user @user @user @user loving the friday Addition of Flava in da morning,Positive,2,Community_Discussion,1
TXT_00048,Fancy an enhanced acca on your Sunday morning? Take the 9/1 on Espanyol\u002c Lazio & Heracles all winning!,"Fancy an enhanced acca on your Sunday morning? Take the 9/1 on Espanyol, Lazio & Heracles all winning!",Positive,2,Community_Discussion,1
TXT_00050,@user The really interesting people are the ones who take their shirts off in the sun because they saw Twilight.,@user The really interesting people are the ones who take their shirts off in the sun because they saw Twilight.,Positive,2,Community_Discussion,1
TXT_00051,"""Up to 1000 soldiers sealed off the Andersonstown area, Belfast and searched for IRA suspects and weapons;4 Nov 1971","""Up to 1000 soldiers sealed off the Andersonstown area, Belfast and searched for IRA suspects and weapons;4 Nov 1971",Negative,0,Community_Discussion,1
TXT_00053,"""Abraham decisions Stieglitz to win WBO title: In Saturday night action from the O2 World Arena in Berlin, German...","""Abraham decisions Stieglitz to win WBO title: In Saturday night action from the O2 World Arena in Berlin, German...",Neutral,1,Community_Discussion,1
TXT_00054,Rubbish day not helped by helpful academic who says I've rendered my unborn baby irreparably stupid by having a glass of wine on Sat nights,Rubbish day not helped by helpful academic who says I've rendered my unborn baby irreparably stupid by having a glass of wine on Sat nights,Negative,0,Community_Discussion,1
TXT_00055,Are you going to Shawn's show on September 8th? Me: (Vine by literally shawn;),Are you going to Shawn's show on September 8th? Me: (Vine by literally shawn;),Neutral,1,Community_Discussion,1
TXT_00056,Tottenham are without several big names for tonight\u2019s [Thursday] match at Stadion Ljudski vrt. Emmanuel Adebayor (cont),Tottenham are without several big names for tonight’s [Thursday] match at Stadion Ljudski vrt. Emmanuel Adebayor (cont),Neutral,1,Community_Discussion,1
TXT_00059,Sam smith will be here Saturday and I'm not going....something is not right.,Sam smith will be here Saturday and I'm not going....something is not right.,Negative,0,Community_Discussion,1
TXT_00060,AMintheAM #GOP2016 - Loser of the Week  Rick Perry : Not paying staff + polling at 1% or less = 1st to drop out?,AMintheAM #GOP2016 - Loser of the Week Rick Perry : Not paying staff + polling at 1% or less = 1st to drop out?,Negative,0,Community_Discussion,1
TXT_00061,"@user i know, me too. This was the kakkest fake Monday ever. It could have been worse... It could have had a photo of Caitlyn Jenner""","@user i know, me too. This was the kakkest fake Monday ever. It could have been worse... It could have had a photo of Caitlyn Jenner""",Negative,0,Community_Discussion,1
TXT_00062,"""\""""@ESPNChrisPalmer: Dwight Howard gets his 4th career 30-point\u002c 10-rebound\u002c 5-assist game.\"""" Too bad it comes in a loss. #Portland""","""\""""@user: Dwight Howard gets his 4th career 30-point, 10-rebound, 5-assist game.\"""" Too bad it comes in a loss. #Portland""",Negative,0,Community_Discussion,1
TXT_00066,Saturday nite/Sun morning is end of Daylight Savings. FALL BACK. *if you thought it was dark in the morning before......,Saturday nite/Sun morning is end of Daylight Savings. FALL BACK. *if you thought it was dark in the morning before......,Neutral,1,Community_Discussion,1
TXT_00069,Confirmation that the Army v Navy at Twickers is 27 April 2012\u002c weekend off again !! #piginpoo,"Confirmation that the Army v Navy at Twickers is 27 April 2012, weekend off again !! #piginpoo",Neutral,1,Community_Discussion,1
TXT_00071,My family are listening to Justin Bieber and im just  Sat here feeling a little sick,My family are listening to Justin Bieber and im just Sat here feeling a little sick,Negative,0,Community_Discussion,1
TXT_00073,Connor McGregor will lose Saturday and that combined with the Ronda Rousey loss may send Dana White into a deep depression #aldovsmcgregor,Connor McGregor will lose Saturday and that combined with the Ronda Rousey loss may send Dana White into a deep depression #aldovsmcgregor,Negative,0,Community_Discussion,1
TXT_00074,I really want what Thor had in that flask in the 2nd Avengers. #Drank,I really want what Thor had in that flask in the 2nd Avengers. #Drank,Positive,2,Community_Discussion,1
TXT_00075,Surprising end to a Gauntlet Match between Brock Lesnar and the three weakest members of the RAW Roster in WWE 2k14. He lost to the 2nd man.,Surprising end to a Gauntlet Match between Brock Lesnar and the three weakest members of the RAW Roster in WWE 2k14. He lost to the 2nd man.,Negative,0,Community_Discussion,1
TXT_00078,@user awww what a great dream!! :) And it will come true SOON!!! Pennies on may 16!! BE THERE!! #618wingman,@user awww what a great dream!! :) And it will come true SOON!!! Pennies on may 16!! BE THERE!! #618wingman,Positive,2,Community_Discussion,1
TXT_00080,"""Kinda, yes! I went to see Equalizer tonite! I like it. It was very interesting modern day John Wayne movie...U may like it. @user","""Kinda, yes! I went to see Equalizer tonite! I like it. It was very interesting modern day John Wayne movie...U may like it. @user",Positive,2,Feature_Feedback,2
TXT_00082,now watching Denzel Washington talking about his new movie flight it\u2019s comming out Nov 2nd 2012 #LateShow With David Letterman,now watching Denzel Washington talking about his new movie flight it’s comming out Nov 2nd 2012 #LateShow With David Letterman,Neutral,1,Community_Discussion,1
TXT_00083,"@user yup, technology makes it feel like you are all right next door. In which case, come over tonight for some Terra Nova! #Kain""","@user yup, technology makes it feel like you are all right next door. In which case, come over tonight for some Terra Nova! #Kain""",Positive,2,Community_Discussion,1
TXT_00084,That Janet Jackson. Sometimes she just gets me. Happy Friday friends!,That Janet Jackson. Sometimes she just gets me. Happy Friday friends!,Positive,2,Technical_Issues,3
TXT_00086,In 7th grade I was introduced to the book Twilight and that's the only book that kept me out of my world.,In 7th grade I was introduced to the book Twilight and that's the only book that kept me out of my world.,Positive,2,Community_Discussion,1
TXT_00088,"""Saudi Arabia announced they did Eid on the wrong day, Friday was incorrect. bare of you's were chatting shit about Saturday ppl. Where u @user","""Saudi Arabia announced they did Eid on the wrong day, Friday was incorrect. bare of you's were chatting shit about Saturday ppl. Where u @user",Negative,0,Community_Discussion,1
TXT_00089,Jason Russell's breakdown may is a result of the overdose of the red color. When i look at the KONY signs i start to feel sick @user,Jason Russell's breakdown may is a result of the overdose of the red color. When i look at the KONY signs i start to feel sick @user,Negative,0,Technical_Issues,3
TXT_00090,@user @user I just saw your link to the show...it is on Wednesday :-) YAHOO!!! thanks again.,@user @user I just saw your link to the show...it is on Wednesday :-) YAHOO!!! thanks again.,Positive,2,Community_Discussion,1
TXT_00091,Finally watched PLL Halloween special. Yikes!! I def cannot wait for the season premier Jan 8th!!!,Finally watched PLL Halloween special. Yikes!! I def cannot wait for the season premier Jan 8th!!!,Positive,2,Community_Discussion,1
TXT_00092,I may have just dropped two letter grades of intelligence after listening to that Kanye West rant...,I may have just dropped two letter grades of intelligence after listening to that Kanye West rant...,Negative,0,Community_Discussion,1
TXT_00094,@user Friday represented the worst terrorist incident in Europe since the Charlie Hebdo attacks: Chicago Tribune,@user Friday represented the worst terrorist incident in Europe since the Charlie Hebdo attacks: Chicago Tribune,Negative,0,Community_Discussion,1
TXT_00095,She said that some day soon\u002c the sun was gonna shine. And she...couldn\u2019t have been more wrong! My Valentine.,"She said that some day soon, the sun was gonna shine. And she...couldn’t have been more wrong! My Valentine.",Negative,0,Community_Discussion,1
TXT_00096,"Alexis Tsipras to Angela Merkel - early Monday morning - takes his jacket off and giving it to Merkel, saying: ""Do you want this too?""","Alexis Tsipras to Angela Merkel - early Monday morning - takes his jacket off and giving it to Merkel, saying: ""Do you want this too?""",Neutral,1,Community_Discussion,1
TXT_00097,Finished my drawing of Justin. Can't wait to head to the today show tomorrow! #WhatDoYouMeanAcoustic,Finished my drawing of Justin. Can't wait to head to the today show tomorrow! #WhatDoYouMeanAcoustic,Positive,2,Community_Discussion,1
TXT_00098,"""In a world where Kanye West is president and Miley Cyrus performs a song saying she smoke pot and love peace, I may as well kill myself!""","""In a world where Kanye West is president and Miley Cyrus performs a song saying she smoke pot and love peace, I may as well kill myself!""",Negative,0,Community_Discussion,1
TXT_00100,Saturday Aug 25th Rum Runners will be hosting the Captains Hangover...Come celebrate the ccdjo champs birthday. I might even do the wobble..,Saturday Aug 25th Rum Runners will be hosting the Captains Hangover...Come celebrate the ccdjo champs birthday. I might even do the wobble..,Positive,2,Community_Discussion,1
TXT_00101,With SNSD's new single out just in time for my gig at 7th Heaven do you think anyone would notice if I dropped it in?,With SNSD's new single out just in time for my gig at 7th Heaven do you think anyone would notice if I dropped it in?,Positive,2,Community_Discussion,1
TXT_00102,The Accounting Career Fair is this Friday! Be sure to engage with us by using #kubusfair--you might win an iPad mini!,The Accounting Career Fair is this Friday! Be sure to engage with us by using #kubusfair--you might win an iPad mini!,Neutral,1,Account_Security,0
TXT_00103,"""Every time I hear the word """"hoax"""" I'm reminded of Paul McCartney on the Chris Farley show","""Every time I hear the word """"hoax"""" I'm reminded of Paul McCartney on the Chris Farley show",Neutral,1,Community_Discussion,1
TXT_00105,Am I the only one pumped for Jason Aldean tomorrow??,Am I the only one pumped for Jason Aldean tomorrow??,Positive,2,Community_Discussion,1
TXT_00106,What works for Kim Kardashian may not work the same way for you girls! #Facts,What works for Kim Kardashian may not work the same way for you girls! #Facts,Negative,0,Community_Discussion,1
TXT_00107,Imagine how deprived we'd be without the Sunday morning shows sharing with us the wisdom of Sarah Palin and Dick Cheney. #p2 #topprog,Imagine how deprived we'd be without the Sunday morning shows sharing with us the wisdom of Sarah Palin and Dick Cheney. #p2 #topprog,Negative,0,Community_Discussion,1
TXT_00108,November 21 in the lonely hour tour.. OKAY SAM SMITH OKAY!!!! :-(((( TAPOS SOLD OUT PA OKAY!!!!! OKAY LANG TALAGA,November 21 in the lonely hour tour.. OKAY SAM SMITH OKAY!!!! :-(((( TAPOS SOLD OUT PA OKAY!!!!! OKAY LANG TALAGA,Negative,0,Community_Discussion,1
TXT_00109,I have no idea what I'm going to wear tomorrow lol. I should be like Kim Kardashian and wear like three different outfits lol.,I have no idea what I'm going to wear tomorrow lol. I should be like Kim Kardashian and wear like three different outfits lol.,Neutral,1,Community_Discussion,1
TXT_00110,Rick Perry may by a vineyard and retire so he can whine all day.,Rick Perry may by a vineyard and retire so he can whine all day.,Negative,0,Community_Discussion,1
TXT_00111,Jeff\u002c Joseph Arthur and the amazing Richard Stuverud.... Fox Theater in Bolder\u002c November 18th. DO NOT MISS THIS!...,"Jeff, Joseph Arthur and the amazing Richard Stuverud.... Fox Theater in Bolder, November 18th. DO NOT MISS THIS!...",Positive,2,Community_Discussion,1
TXT_00112,"""John Kasich thinks the Roots are """"offensive""""","""John Kasich thinks the Roots are """"offensive""""",Negative,0,Community_Discussion,1
TXT_00114,"""He then said """"Kendrick Lamar will be the a huge rapper"""". He may be a genius""","""He then said """"Kendrick Lamar will be the a huge rapper"""". He may be a genius""",Positive,2,Technical_Issues,3
TXT_00118,"""With all this love coming from the city, Youngstown we better have that Metroplex thang on a MILLIE come Friday!!! #FridayNightLive""","""With all this love coming from the city, Youngstown we better have that Metroplex thang on a MILLIE come Friday!!! #FridayNightLive""",Positive,2,Community_Discussion,1
TXT_00119,Because Tony Blair not just responsible for the death of 1m Iraqis... #warcriminal #Iraq @user,Because Tony Blair not just responsible for the death of 1m Iraqis... #warcriminal #Iraq @user,Negative,0,Community_Discussion,1
TXT_00120,"""#Ichiro has nothing. If you want to see hustle: Kenny Lofton, 17 October 1995, scores from second base on a past ball. #GoTribe #ALDS""","""#Ichiro has nothing. If you want to see hustle: Kenny Lofton, 17 October 1995, scores from second base on a past ball. #GoTribe #ALDS""",Neutral,1,Community_Discussion,1
TXT_00121,"""These poor kids man...Junior Nkwelle, Tia Sharp, April Jones...What if it wa your kid tho..? :( :( :(""","""These poor kids man...Junior Nkwelle, Tia Sharp, April Jones...What if it wa your kid tho..? :( :( :(""",Negative,0,Community_Discussion,1
TXT_00124,Mick Foley live on @user #Raw! Play as the 3 faces of Foley starting tomorrow in #WWE13!,Mick Foley live on @user #Raw! Play as the 3 faces of Foley starting tomorrow in #WWE13!,Neutral,1,Community_Discussion,1
TXT_00126,Apparently Justin Beiber is in the area. I know this because I have students (plural) missing school tomorrow to see him.,Apparently Justin Beiber is in the area. I know this because I have students (plural) missing school tomorrow to see him.,Negative,0,Technical_Issues,3
TXT_00129,News on Brock Lesnar at a live event which may air on the WWE Network  Details :...,News on Brock Lesnar at a live event which may air on the WWE Network Details :...,Neutral,1,Community_Discussion,1
TXT_00130,"""Free to Watch!!! Justified: \""""Justified\"""" follows Marshal Raylan Givens\u002c a modern day 19th century-style lawman\u002c w...","""Free to Watch!!! Justified: \""""Justified\"""" follows Marshal Raylan Givens, a modern day 19th century-style lawman, w...",Positive,2,Feature_Feedback,2
TXT_00131,"@user Milan, in my opinion, have only the 7th best squad, after Inter, Roma, Juventus, Lazio, Napoli and Fiorentina.""","@user Milan, in my opinion, have only the 7th best squad, after Inter, Roma, Juventus, Lazio, Napoli and Fiorentina.""",Neutral,1,Community_Discussion,1
TXT_00132,TARHEELS finally scoe n the 2nd Half 52-0,TARHEELS finally scoe n the 2nd Half 52-0,Neutral,1,Community_Discussion,1
TXT_00133,Magic Mike XXL is so muj better than the 1st one lol,Magic Mike XXL is so muj better than the 1st one lol,Positive,2,Community_Discussion,1
TXT_00135,"""BREAKING NEWS: Bobby, Chloe-Jasmine &amp; Stevie, Gail and Chris all face eviction from the Celebrity Big Brother house on Tuesday #cbb #CBBBOTS""","""BREAKING NEWS: Bobby, Chloe-Jasmine & Stevie, Gail and Chris all face eviction from the Celebrity Big Brother house on Tuesday #cbb #CBBBOTS""",Neutral,1,Community_Discussion,1
TXT_00136,"Religious freedom, purposely protected by 1st A., is now trampled by the SCOTUS decision on gay marriage.#ImWithKim","Religious freedom, purposely protected by 1st A., is now trampled by the SCOTUS decision on gay marriage.#ImWithKim",Neutral,1,Community_Discussion,1
TXT_00137,So I just saw the commercial 4 Michael Jackson THE IMMORTAL World Tour by Cirque du Soleli is going to be here July 20 & 21 @user,So I just saw the commercial 4 Michael Jackson THE IMMORTAL World Tour by Cirque du Soleli is going to be here July 20 & 21 @user,Neutral,1,Community_Discussion,1
TXT_00139,Chelsea need to beat Ajax to keep up there battle with Ajax for 2nd place #NextGenSeries,Chelsea need to beat Ajax to keep up there battle with Ajax for 2nd place #NextGenSeries,Neutral,1,Community_Discussion,1
TXT_00140,"""Dunkin' Save for America's Got Talent is open. #AGT #DunkinSave I saved Gary, may the odds be ever in you favor""","""Dunkin' Save for America's Got Talent is open. #AGT #DunkinSave I saved Gary, may the odds be ever in you favor""",Positive,2,Community_Discussion,1
TXT_00141,"""Nope. So-called """"Christians"""" like yourself denying the equal protection of the law under the 14th Amendment. @user","""Nope. So-called """"Christians"""" like yourself denying the equal protection of the law under the 14th Amendment. @user",Negative,0,Community_Discussion,1
TXT_00142,"""Saudi security forces opened fire on Shia protesters in the tense Qatif district of Eastern Province on Friday,  Detail","""Saudi security forces opened fire on Shia protesters in the tense Qatif district of Eastern Province on Friday, Detail",Negative,0,Community_Discussion,1
TXT_00143,Fucking part time fans. Where were you at Boro away on Saturday?,Fucking part time fans. Where were you at Boro away on Saturday?,Negative,0,Community_Discussion,1
TXT_00144,Distin\u2019s derby disappointment: Sylvain Distin has voiced his frustration at taking just a point from Sunday\u2019s Mersey...,Distin’s derby disappointment: Sylvain Distin has voiced his frustration at taking just a point from Sunday’s Mersey...,Negative,0,Technical_Issues,3
TXT_00146,"""Saudi security forces opened fire on Shia protesters in the tense Qatif district of Eastern Province on Friday,  Detail","""Saudi security forces opened fire on Shia protesters in the tense Qatif district of Eastern Province on Friday, Detail",Negative,0,Community_Discussion,1
TXT_00150,"""Helwani to Dana White """"good luck tomorrow"""" you fucking sheep""","""Helwani to Dana White """"good luck tomorrow"""" you fucking sheep""",Negative,0,Community_Discussion,1
TXT_00152,"Is this the end for Rick Perry? If 2011 hasn't taught him anything, he may as well campaign his way out of Federal #LOCKUP !! AND #LOSE!!","Is this the end for Rick Perry? If 2011 hasn't taught him anything, he may as well campaign his way out of Federal #LOCKUP !! AND #LOSE!!",Negative,0,Community_Discussion,1
TXT_00153,guys remember that tomorrow is the last day you can donate to Pennies for Polio!!,guys remember that tomorrow is the last day you can donate to Pennies for Polio!!,Neutral,1,Community_Discussion,1
TXT_00154,Yakub may not be hanged because Hindus are not united. This is the sad and bitter truth. Live with it.,Yakub may not be hanged because Hindus are not united. This is the sad and bitter truth. Live with it.,Negative,0,Community_Discussion,1
TXT_00155,My submission for the Dark Souls story contest.  You all may as well quit now i got this in the bag.,My submission for the Dark Souls story contest. You all may as well quit now i got this in the bag.,Positive,2,Feature_Feedback,2
TXT_00156,Harper:NDP or Liberal Govt possible Harper's spirit broken tired of so Much Hate against him of his own making Given up the ghost Peace MON,Harper:NDP or Liberal Govt possible Harper's spirit broken tired of so Much Hate against him of his own making Given up the ghost Peace MON,Negative,0,Community_Discussion,1
TXT_00157,@user What a giggle. When 3rd parties were DESPERATE to work with Nintendo.,@user What a giggle. When 3rd parties were DESPERATE to work with Nintendo.,Negative,0,Community_Discussion,1
TXT_00158,"""So, I'll be stuck in Charleston all day tomorrow . Who's fucking with me .""","""So, I'll be stuck in Charleston all day tomorrow . Who's fucking with me .""",Negative,0,Community_Discussion,1
TXT_00159,@user r yall going to be in dallas friday & saturday?,@user r yall going to be in dallas friday & saturday?,Neutral,1,Community_Discussion,1
TXT_00160,and on the 7th day God blessed us with Justin Bieber,and on the 7th day God blessed us with Justin Bieber,Positive,2,Community_Discussion,1
TXT_00161,"""I grow weary of Christians who on Sunday profess their love for the one who said, 'when you do it to the least...","""I grow weary of Christians who on Sunday profess their love for the one who said, 'when you do it to the least...",Positive,2,Community_Discussion,1
TXT_00163,"""\""""Big Brother may be watching you right now\u002c and you may never know. #Surveillance is the new normal\""""","""\""""Big Brother may be watching you right now, and you may never know. #Surveillance is the new normal\""""",Negative,0,Community_Discussion,1
TXT_00164,"""I don't want October to go :''''( Its been sucha good month; The Vampire Diaries S4, Taylor's album, the PLL Halloween episode. WOW!""","""I don't want October to go :''''( Its been sucha good month; The Vampire Diaries S4, Taylor's album, the PLL Halloween episode. WOW!""",Positive,2,Community_Discussion,1
TXT_00166,I truly think that Beyonce has the power to heal people bc on thurs I was deathly ill and on friday (Beyonce's bday) I woke up feeling okay,I truly think that Beyonce has the power to heal people bc on thurs I was deathly ill and on friday (Beyonce's bday) I woke up feeling okay,Positive,2,Community_Discussion,1
TXT_00167,Soccer-La Liga top scorers: Oct 29 (Infostrada Sports) - Top scorers of the La Liga on Monday 13 Lionel Messi (B...,Soccer-La Liga top scorers: Oct 29 (Infostrada Sports) - Top scorers of the La Liga on Monday 13 Lionel Messi (B...,Positive,2,Community_Discussion,1
TXT_00168,@user are you going to meet dean Ambrose at iplay America next Saturday,@user are you going to meet dean Ambrose at iplay America next Saturday,Neutral,1,Community_Discussion,1
TXT_00169,I just realized that the only ukiss member that Hyung Jun following is Kevin..,I just realized that the only ukiss member that Hyung Jun following is Kevin..,Neutral,1,Community_Discussion,1
TXT_00172,""".@htownskeptic These """"persecuted"""" Christians uused to celibrate Nov 5 by burning the Pope if effigy. @user @user @user",""".@user These """"persecuted"""" Christians uused to celibrate Nov 5 by burning the Pope if effigy. @user @user @user",Negative,0,Community_Discussion,1
TXT_00173,THIS JUST IN!  We will be going to Kentucky Aug 25th for a big pool party show! Time to get nekkid!  Woo Hoo!...,THIS JUST IN! We will be going to Kentucky Aug 25th for a big pool party show! Time to get nekkid! Woo Hoo!...,Positive,2,Community_Discussion,1
TXT_00174,Dustin Johnson just took an 8 on the 1st hole. I don't feel so bad about my golf game suddenly. #PGAChampionship #snowman,Dustin Johnson just took an 8 on the 1st hole. I don't feel so bad about my golf game suddenly. #PGAChampionship #snowman,Negative,0,Community_Discussion,1
TXT_00175,Watching the Rousey fight for the 10th time. This woman just motivates me dude.,Watching the Rousey fight for the 10th time. This woman just motivates me dude.,Positive,2,Community_Discussion,1
TXT_00176,It's a Wednesday girls night out as '90's band Wilson Phillips fills the Winspear Opera House with their brand of top 40 joy at 8p....,It's a Wednesday girls night out as '90's band Wilson Phillips fills the Winspear Opera House with their brand of top 40 joy at 8p....,Neutral,1,Account_Security,0
